M4 logit (natural),M4 logit (balanced),M4 logit (smote),RF (natural),RF (balanced),GBM (natural),XGB (natural),XGB (scale_pos_weight)
0.09965459845460331,0.2654022089357482,0.3299293834766654,0.1629082529529315,0.3830673694863448,0.30841494045793266,0.2814670782536268,0.5440206885337829
0.0831980177245372,0.4078049589022383,0.2773317475319366,0.15290387887485832,0.41014689154890316,0.16601467668653971,0.12210733257234097,0.36255836933851243
0.10449186366014278,0.44721704528264594,0.3210487420117133,0.09455016362211362,0.2396751303511248,0.14437378683251167,0.1646248482167721,0.3791531316936016
0.061880095011389434,0.2012730806006054,0.17546281875465647,0.07999578210178826,0.19556907715340371,0.022133255710822346,0.047163710743188855,0.0685527715831995
0.032067316884185,0.1894665672572416,0.102244185214449,0.06272418429069082,0.1707074159604652,0.08630599906449272,0.04745427165180445,0.16218325663357974
0.42315207909427743,0.7004054055876289,0.8337357592991278,0.49267076762945194,0.731060431190741,0.7153303148994303,0.6999551951885223,0.8859055876731873
0.05176786856760076,0.25598472036735437,0.17804702590278398,0.0639761627468272,0.14623382092397139,0.020088544096688234,0.02514161039143801,0.030546032916754486
0.2903838022516681,0.5872956231040323,0.6977380798226489,0.1421089721408426,0.3080390280250983,0.05186177029277743,0.10635453760623932,0.16311090365052222
0.026188309592893422,0.1538971314520176,0.10781847293855924,0.05528978492470345,0.13292746058017818,0.028285882897442556,0.026762230973690748,0.0407142867334187
0.14138130696831025,0.5542274785133734,0.3707149421684095,0.07878291813990372,0.21579777131974148,0.021265347825206136,0.04375824593007564,0.09028348922729493
0.21079719447829018,0.6536440669017909,0.6247294294367527,0.28084068378631627,0.5389285085948616,0.16619121430628567,0.20151823833584787,0.4984861254692078
0.07492069565216193,0.3492079699583509,0.2539868542950523,0.11039411564054111,0.2766855136150223,0.22569447551142838,0.13312893137335777,0.3814823657274246
0.053647500025222464,0.29165603179105004,0.19361356703807955,0.08425977753975876,0.23843149710826356,0.11310557126280323,0.12032059505581856,0.31612360626459124
0.1077258460781266,0.4643958948149251,0.3230191383987093,0.09144689464722706,0.2744965069373687,0.0522561965325678,0.06486719697713852,0.220996180921793
0.3921803947923711,0.6673115932677584,0.8020073053580317,0.2144966096642984,0.458173884912668,0.1336634142831597,0.13953332230448723,0.33568820655345916
0.12156894269212101,0.3558540299681313,0.38195896185250333,0.22161437179812382,0.44267123766250605,0.17709573529541411,0.15318565145134927,0.4871155545115471
